Taxon	Scaffold	Gene1	Gene2	Consecutive	Sep	Code	Strand1	Strand2	GNScore	GNWithin	GNAll	GNMinus	CAI	CAI.Alm	CBI	COG	COGanno	COGfun	Annotation	nCAI	nCAI.Alm	nCBI	nCOG	nCOGanno	nCOGfun	nAnnotation	MI	HK	CAIdsqr	CAIdxdy	CAIlogpratio	CAIdxdyR	CAIdsqrR	COGsim	N1	N2	forward	forwardplus	sumBias	same	bbfGNScore	bbfGNMinus	bbfGNWithin	bbfGNAll	bbfHK	bbfMI	bbfCAIdxdyR	bbfCAIdsqrR	COGsimClass	cfCOG	pSame	groupIndexD	pSameD	pOpLogistic	pOpDistance	pOp1	bOp1	pCAI	pOp	bOp	pOp2	pSame	pOpLogisticLike	pOpLogisticM
182710	212	278747	278748	1	   61	Same	-	-	  4.6931250	 7.60015639	 16.8570171	 13.11721296	1.575699	2.670534	0.9413469	2264	Ribosomal protein L11 methylase	J	ribosomal protein L11 methyltransferase	1.450316	2.393192	0.8350691	484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	O	heat shock protein	 5.202365e-02	22	1.572090e-02	 9.623063e-03	 1.619435e-01	 2.486973e-01	3.659887e-01	0	22	64	 TRUE	FALSE	720	TRUE	2.871356	2.8180454	3.1447214	2.9286678	2.0526830	1.4978156	1.2182235	1.1623326	N	1.1486227	0.9554784	19.99230769	0.47497003	0.9366244	0.5265618	0.93040970	 TRUE	0.5195112	0.93529868	 TRUE	0.80638216	0.9554784	0.8098122	0.8969218
182710	212	278748	278749	1	  149	Same	-	-	 60.0846475	 7.60015639	166.6862076	160.63489339	1.450316	2.393192	0.8350691	484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	O	heat shock protein	1.373092	2.310831	0.7999236	443	Molecular chaperone	O	class I heat shock protein 70	 2.824945e-01	64	5.963693e-03	 4.591219e-02	 4.872815e-01	 8.644951e-01	8.146854e-03	O	64	64	 TRUE	FALSE	719	TRUE	4.439326	4.2139650	3.1447214	5.0462208	2.6734353	2.8115844	1.1146711	1.2324785	Y	2.8103291	0.9946940	27.88461538	0.22378914	0.9927448	0.2616966	0.97527813	 TRUE	0.5062653	0.97587526	 TRUE	0.72054894	0.9946940	0.8971401	0.9870144
182710	212	278749	278750	1	   35	Same	-	-	 35.3108245	 4.01386682	 62.2355428	 60.35580484	1.373092	2.310831	0.7999236	443	Molecular chaperone	O	class I heat shock protein 70	1.422781	2.236674	0.8061720	576	Molecular chaperone GrpE (heat shock protein)	O	heat shock protein	 6.097310e-02	25	2.469074e-03	 5.297042e-02	 4.554329e-01	 9.079847e-01	2.088602e-03	O	64	25	 TRUE	FALSE	718	TRUE	4.252244	3.8344264	2.5008197	4.3717350	2.1403881	1.6443508	1.1118407	1.2280736	Y	2.8103291	0.9923379	17.27692308	0.60013911	0.9894982	0.6485327	0.99297827	 TRUE	0.5058002	0.99313821	 TRUE	0.92682834	0.9923379	0.8918437	0.9813121
182710	212	278750	278751	1	   91	Same	-	-	 22.2254808	 4.01386682	 46.2947228	 46.18280486	1.422781	2.236674	0.8061720	576	Molecular chaperone GrpE (heat shock protein)	O	heat shock protein	1.614740	2.742749	0.9492468	1420	Transcriptional regulator of heat shock gene	K	HrcA	 3.741620e-03	25	3.684833e-02	 3.034807e-03	-1.438658e-02	-5.048788e-03	8.755956e-01	0	25	46	 TRUE	FALSE	717	TRUE	4.070235	3.7019813	2.5008197	4.1086142	2.1403881	0.8103018	1.2177640	0.9586820	N	1.1486227	0.9799245	23.25384615	0.33672919	0.9721359	0.3842959	0.94655886	 TRUE	0.4928334	0.94508996	 TRUE	0.75818023	0.9799245	0.8640450	0.9519020
182710	212	278751	278752	1	   86	Same	-	-	 18.3436230	 7.60015639	 49.2460209	 45.17952251	1.614740	2.742749	0.9492468	1420	Transcriptional regulator of heat shock gene	K	HrcA	1.584675	2.549646	0.8926993	635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	H	coproporphyrinogen oxidase III	 5.151199e-02	44	9.039526e-04	 6.572291e-04	 3.803043e-02	-1.201354e-03	5.143477e-02	0	46	44	 TRUE	FALSE	716	TRUE	3.985392	3.6892146	3.1447214	4.1879704	2.4524182	1.4965956	1.2213756	1.2272512	N	1.1486227	0.9812118	22.76153846	0.35233063	0.9739568	0.4007696	0.95314910	 TRUE	0.5199247	0.95658406	 TRUE	0.79329845	0.9812118	0.8669196	0.9549035
182710	212	278752	278753	1	   86	Same	-	-	  7.5834968	 7.60015639	 19.7473889	 11.00331421	1.584675	2.549646	0.8926993	635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	H	coproporphyrinogen oxidase III	1.470298	2.452748	0.8630505	481	Membrane GTPase LepA	M	GTP-binding protein	 2.049411e-01	44	1.308194e-02	 7.121284e-03	 1.303004e-01	 1.860834e-01	3.834726e-01	0	44	60	 TRUE	FALSE	715	TRUE	3.248524	2.6894481	3.1447214	3.1043667	2.4524182	2.6208649	1.2272240	1.1569803	N	1.1486227	0.9595561	22.76153846	0.35233063	0.9426735	0.4007696	0.89945167	 TRUE	0.5167162	0.90534149	 TRUE	0.72440043	0.9595561	0.8188115	0.9058340
182710	212	278753	278754	1	  133	Same	-	-	  0.0000000	 0.00000000	  0.0000000	  0.00000000	1.470298	2.452748	0.8630505	481	Membrane GTPase LepA	M	GTP-binding protein	1.441493	2.453300	0.9196126	-	-	-	hypothetical protein	 0.000000e+00	 0	8.297669e-04	 2.990557e-02	 3.079187e-01	 7.565793e-01	3.529738e-03		60	 0	 TRUE	FALSE	714	TRUE	0.757940	0.7428740	0.8287312	0.6591098	0.6837467	0.7040591	1.1275934	1.2296487	U	0.9145799	0.6605785	26.84615385	0.24521877	0.3011448	0.2854214	0.12280522	FALSE	0.5086814	0.12659566	FALSE	0.07978960	0.6605785	0.2049464	0.4410545
182710	212	278754	278755	1	   12	Same	-	-	  0.0000000	 0.00000000	  0.0000000	  0.00000000	1.441493	2.453300	0.9196126	-	-	-	hypothetical protein	1.541897	2.612113	0.8885052	-	-	-	stage II sporulation protein P	 0.000000e+00	 0	1.008101e-02	 1.644978e-02	 1.277040e-01	 4.660816e-01	1.460589e-01		 0	 4	 TRUE	FALSE	713	TRUE	0.757940	0.7428740	0.8287312	0.6591098	0.6837467	0.7040591	1.1724693	1.2036991	U	0.9145799	0.6605785	 9.00000000	0.83646593	0.3011448	0.8627967	0.68789834	 TRUE	0.5154563	0.70101947	 TRUE	0.58378929	0.6605785	0.2049464	0.4410545
182710	212	278755	278756	1	  104	Same	-	-	  1.8191584	-0.52488322	  2.7643605	  1.29427522	1.541897	2.612113	0.8885052	-	-	-	stage II sporulation protein P	1.577251	2.689280	0.9346941	-	-	-	spore protease	 1.456840e-01	 4	1.249924e-03	 4.566888e-03	 6.116221e-02	 1.391885e-01	6.203671e-02		 4	 7	 TRUE	FALSE	712	TRUE	2.237300	1.4462736	0.4841149	1.0621953	1.1275099	2.4082243	1.2315226	1.2242959	U	0.9145799	0.8282184	24.48461538	0.30581797	0.7178993	0.3513311	0.52854921	 TRUE	0.5139334	0.54241514	 TRUE	0.35169541	0.8282184	0.5380267	0.6615695
182710	212	278760	278761	1	   11	Same	-	-	  4.2390156	 3.83046360	  9.0463946	  7.37388690	1.669423	2.843269	0.9808070	2333	Predicted hydrolase (metallo-beta-lactamase superfamily)	R	late competence protein	1.575230	2.645497	0.9169841	2131	Deoxycytidylate deaminase	F	late competence protein	 7.043355e-02	14	8.872163e-03	-2.167629e-03	 1.253240e-02	-1.053852e-01	4.285929e-01		14	23	 TRUE	FALSE	711	TRUE	2.783999	2.3653230	2.3272715	2.2229317	1.6941038	1.7508321	1.0827980	1.1313401	U	0.9145799	0.9280496	 8.70000000	0.85110926	0.8945529	0.8754334	0.97979559	 TRUE	0.4946633	0.97936862	 TRUE	0.94371014	0.9280496	0.7497585	0.8394782
182710	212	278761	278762	1	   48	Same	-	-	  0.9769154	 0.94520208	  1.9221174	  0.88310843	1.575230	2.645497	0.9169841	2131	Deoxycytidylate deaminase	F	late competence protein	1.498592	2.508263	0.8666267	1555	DNA uptake protein and related DNA-binding proteins	L	late competence protein	 9.462569e-03	 8	5.873373e-03	 7.090715e-03	 1.149123e-01	 2.066138e-01	1.924856e-01	0	23	 8	 TRUE	FALSE	710	TRUE	1.726506	1.3850031	1.5955349	0.9385253	1.2902786	0.8881190	1.2242959	1.1933133	N	1.1486227	0.8365727	18.65384615	0.54089950	0.7342991	0.5915835	0.76503938	 TRUE	0.5256284	0.78297921	 TRUE	0.61983839	0.8365727	0.5553459	0.6748467
182710	212	278762	278763	1	  103	Same	-	-	  0.9769154	 3.84808419	  4.8249995	  3.44772108	1.498592	2.508263	0.8666267	1555	DNA uptake protein and related DNA-binding proteins	L	late competence protein	1.522266	2.507545	0.8698439	2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	H	hypothetical protein	 9.487130e-02	 8	5.604405e-04	 1.402026e-02	 1.428524e-01	 4.523166e-01	9.880394e-03	0	 8	21	 TRUE	FALSE	709	TRUE	1.726506	1.8832820	2.4847727	1.6407084	1.2902786	2.0155817	1.1768966	1.2328945	N	1.1486227	0.8829782	24.41538462	0.30741897	0.8197443	0.3530492	0.66872015	 TRUE	0.5142619	0.68123760	 TRUE	0.46916173	0.8829782	0.6528614	0.7536516
182710	212	278763	278764	1	    4	Same	-	-	  8.2494305	 7.60015639	 29.6789074	 29.41957385	1.522266	2.507545	0.8698439	2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	H	hypothetical protein	1.556334	2.489752	0.8531605	799	Uncharacterized homolog of plant Iojap protein	S	hypothetical protein	 4.992768e-02	21	1.160643e-03	 7.832609e-03	 8.779155e-02	 2.710331e-01	3.640564e-02		21	31	 TRUE	FALSE	708	TRUE	3.347499	3.3552281	3.1447214	3.5557573	2.0128773	1.4772738	1.2133610	1.2304283	U	0.9145799	0.9679178	 7.23076923	0.89785573	0.9549186	0.9153029	0.99465790	 TRUE	0.5148718	0.99496495	 TRUE	0.97959942	0.9679178	0.8373242	0.9244281
182710	212	278764	278765	1	    1	Same	-	-	 13.0005546	 7.60015639	 34.4300315	 34.29172687	1.556334	2.489752	0.8531605	799	Uncharacterized homolog of plant Iojap protein	S	hypothetical protein	1.691417	2.758443	0.8978010	1713	Predicted HD superfamily hydrolase involved in NAD metabolism	H	hypothetical protein	 6.024631e-02	22	1.824747e-02	-4.531057e-03	-1.287256e-02	-2.108035e-01	8.459166e-01		31	22	 TRUE	FALSE	707	TRUE	3.772278	3.4887705	3.1447214	3.7421094	2.0526830	1.6416979	0.9506592	0.9677716	U	0.9145799	0.9747113	 5.99230769	0.92176213	0.9647124	0.9354196	0.99690489	 TRUE	0.4900295	0.99677935	 TRUE	0.98493763	0.9747113	0.8524230	0.9398585
182710	212	278765	278766	1	  -19	Same	-	-	 11.6826375	 7.60015639	 36.6989348	 36.19884012	1.691417	2.758443	0.8978010	1713	Predicted HD superfamily hydrolase involved in NAD metabolism	H	hypothetical protein	1.768626	2.996677	0.9534988	1057	Nicotinic acid mononucleotide adenylyltransferase	H	nicotinate-nucleotide adenylyltransferase	 9.957976e-02	22	5.961161e-03	 8.629099e-03	 1.306322e-01	 3.709531e-01	7.708117e-02	H	22	44	 TRUE	FALSE	706	TRUE	3.666313	3.5444112	3.1447214	3.8515884	2.0526830	2.0752382	1.1928593	1.2202809	Y	2.8103291	0.9899060	 0.76153846	0.96339543	0.9861311	0.9700216	0.99946592	 TRUE	0.5156451	0.99949831	 TRUE	0.99544614	0.9899060	0.8863838	0.9754673
182710	212	278766	278767	1	   25	Same	-	-	  9.8831857	 6.51972642	 31.9998946	 30.46937129	1.768626	2.996677	0.9534988	1057	Nicotinic acid mononucleotide adenylyltransferase	H	nicotinate-nucleotide adenylyltransferase	1.717285	2.816576	0.9141775	1534	Predicted RNA-binding protein containing KH domain, possibly ribosomal protein	J	hypothetical protein	 7.017044e-02	22	2.635948e-03	 1.222978e-02	 1.171968e-01	 4.555680e-01	2.782540e-02	0	44	22	 TRUE	FALSE	705	TRUE	3.518274	3.4033802	2.6679393	3.6444759	2.0526830	1.7466260	1.1763052	1.2319622	N	1.1486227	0.9717757	14.82307692	0.68542792	0.9604970	0.7281746	0.98147445	 TRUE	0.5145809	0.98250594	 TRUE	0.92689259	0.9717757	0.8458920	0.9331543
182710	212	278767	278768	1	    3	Same	-	-	  1.0745147	 6.51972642	  8.5711565	  3.92038404	1.717285	2.816576	0.9141775	1534	Predicted RNA-binding protein containing KH domain, possibly ribosomal protein	J	hypothetical protein	1.536443	2.628694	0.8890223	169	Shikimate 5-dehydrogenase	E	shikimate 5-dehydrogenase	 4.494300e-02	22	3.270378e-02	-8.169376e-03	-4.074040e-02	-3.239935e-01	1.298858e+00	0	22	58	 TRUE	FALSE	704	TRUE	1.889939	2.0525570	2.6679393	2.1147218	2.0526830	1.3925297	0.8198599	0.8322265	N	1.1486227	0.9004588	 6.78461538	0.90713724	0.8496472	0.9231348	0.98220719	 TRUE	0.4612341	0.97927827	 TRUE	0.94905734	0.9004588	0.6901825	0.7857636
182710	212	278768	278769	1	   20	Same	-	-	  1.0745147	 7.60015639	  9.6515865	  7.28364424	1.536443	2.628694	0.8890223	169	Shikimate 5-dehydrogenase	E	shikimate 5-dehydrogenase	1.536803	2.607897	0.8948624	1161	Predicted GTPases	R	hypothetical protein	 1.438900e-03	17	1.298504e-07	 8.612496e-03	 1.046753e-01	 2.935949e-01	5.221506e-06		58	17	 TRUE	FALSE	703	TRUE	1.889939	2.3495918	3.1447214	2.3124306	1.8641902	0.7758921	1.2092050	1.2166483	U	0.9145799	0.9094463	13.11538462	0.70520378	0.8645742	0.7462580	0.93854442	 TRUE	0.5156512	0.94205890	 TRUE	0.86149666	0.9094463	0.7094984	0.8028394
182710	212	278769	278770	1	    3	Same	-	-	  8.0640272	 7.60015639	 18.5382190	 18.26378211	1.536803	2.607897	0.8948624	1161	Predicted GTPases	R	hypothetical protein	1.522269	2.592471	0.9195633	2179	Predicted hydrolase of the HAD superfamily	R	hypothetical protein	 2.379142e-01	16	2.112522e-04	 9.925358e-03	 1.210949e-01	 3.374565e-01	6.956351e-03		17	16	 TRUE	FALSE	702	TRUE	3.333169	3.0483457	3.1447214	3.0272659	1.8179592	2.6912440	1.2003134	1.2320332	U	0.9145799	0.9628612	 6.78461538	0.90713724	0.9475390	0.9231348	0.99436422	 TRUE	0.5154210	0.99469967	 TRUE	0.98014502	0.9628612	0.8261195	0.9131319
182710	212	278771	278772	1	   -3	Same	+	+	  6.2449987	 1.73365944	  8.9555735	  8.95557352	1.652945	2.966626	1.0416893	1009	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	CP	NADH dehydrogenase	1.796562	3.178273	1.0631967	2111	Multisubunit Na+/H+ antiporter, MnhB subunit	P	Na(+):H(+) antiporter	 1.087972e-01	 7	2.062573e-02	 3.930819e-03	 1.090630e-01	 2.199531e-01	3.020132e-01		 9	 7	FALSE	FALSE	702	TRUE	3.068497	2.5228716	1.7144267	2.2093949	1.2398211	2.1339499	1.2224802	1.1727110	U	0.9145799	0.9339388	 3.85384615	0.94669440	0.9037944	0.9562064	0.99404203	 TRUE	0.5200672	0.99449928	 TRUE	0.98408009	0.9339388	0.7625824	0.8514567
182710	212	278772	278773	1	    0	Same	+	+	  5.7300998	 0.78845736	  9.8143940	  9.81439401	1.796562	3.178273	1.0631967	2111	Multisubunit Na+/H+ antiporter, MnhB subunit	P	Na(+):H(+) antiporter	1.675244	3.104497	1.0936769	1006	Multisubunit Na+/H+ antiporter, MnhC subunit	P	Na(+):H(+) antiporter	 6.117545e-02	 5	1.471809e-02	 7.657680e-03	 5.367423e-02	 3.321502e-01	1.701180e-01	P	 7	 5	FALSE	FALSE	703	TRUE	3.007165	2.6197234	1.4892116	2.3546259	1.1577701	1.6470075	1.2018752	1.1987004	Y	2.8103291	0.9729564	 5.33076923	0.93123610	0.9621955	0.9433414	0.99710717	 TRUE	0.5130947	0.99725442	 TRUE	0.98764479	0.9729564	0.8485175	0.9358440
182710	212	278773	278774	1	   -7	Same	+	+	  2.3978953	 0.78845736	  3.1863526	  3.18635263	1.675244	3.104497	1.0936769	1006	Multisubunit Na+/H+ antiporter, MnhC subunit	P	Na(+):H(+) antiporter	1.608322	2.844161	0.9984611	651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	CP	NADH dehydrogenase	 7.445728e-03	 5	4.478540e-03	-9.669574e-04	 1.810464e-02	-1.866533e-02	2.041873e-01		 5	15	FALSE	FALSE	704	TRUE	2.329182	1.8607584	1.4892116	1.2789158	1.1577701	0.8601374	1.1997195	1.1896847	U	0.9145799	0.8787229	 2.36923077	0.95728640	0.8122849	0.9649782	0.98979390	 TRUE	0.5147500	0.99037318	 TRUE	0.97725961	0.8787229	0.6438256	0.7460462
182710	212	278774	278775	1	    6	Same	+	+	 13.0761347	 4.55815015	 23.2063201	 23.20632009	1.608322	2.844161	0.9984611	651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	CP	NADH dehydrogenase	1.544762	2.642347	0.9503112	1863	Multisubunit Na+/H+ antiporter, MnhE subunit	P	Na(+):H(+) antiporter	 1.911116e-01	10	4.039833e-03	 1.786813e-03	 5.609507e-02	 2.297373e-02	2.057391e-01		15	10	FALSE	FALSE	705	TRUE	3.787514	3.1933333	2.5131486	3.2671996	1.4252522	2.5753074	1.2214126	1.1893335	U	0.9145799	0.9680293	 7.82307692	0.88445991	0.9550804	0.9039505	0.99389353	 TRUE	0.5180131	0.99431580	 TRUE	0.97697122	0.9680293	0.8375715	0.9246789
182710	212	278775	278776	1	    0	Same	+	+	  0.0000000	 0.78845736	  0.7884574	  0.75455581	1.544762	2.642347	0.9503112	1863	Multisubunit Na+/H+ antiporter, MnhE subunit	P	Na(+):H(+) antiporter	1.760676	3.209890	1.0789626	2212	Multisubunit Na+/H+ antiporter, MnhF subunit	P	multiple resistance and pH regulation related protein F	-2.928818e-03	 8	4.661889e-02	-1.111217e-02	-5.142001e-02	-3.717178e-01	1.546652e+00	P	10	 8	FALSE	FALSE	706	TRUE	0.757940	1.3033581	1.4892116	0.6757184	1.2902786	0.7347884	0.7762220	0.7785213	Y	2.8103291	0.8804948	 5.33076923	0.93123610	0.8153997	0.9433414	0.98355771	 TRUE	0.4480129	0.97981881	 TRUE	0.95282534	0.8804948	0.6475857	0.7492032
182710	212	278776	278777	1	  -16	Same	+	+	  0.0000000	 0.78845736	  0.7884574	  0.56531381	1.760676	3.209890	1.0789626	2212	Multisubunit Na+/H+ antiporter, MnhF subunit	P	multiple resistance and pH regulation related protein F	1.561733	2.865500	1.0255045	1320	Multisubunit Na+/H+ antiporter, MnhG subunit	P	Na(+):H(+) antiporter	 6.345785e-02	 2	3.957857e-02	-8.884806e-03	-6.946331e-02	-2.947813e-01	1.300160e+00	P	 8	 2	FALSE	FALSE	707	TRUE	0.757940	1.2856031	1.4892116	0.6757184	1.0185051	1.6758087	0.8517330	0.8317221	Y	2.8103291	0.8796063	 0.95384615	0.96287411	0.8138394	0.9695917	0.99125736	 TRUE	0.4622301	0.98984311	 TRUE	0.97597707	0.8796063	0.6456998	0.7476184
182710	212	278777	278778	1	  106	Same	+	+	  0.0000000	 0.00000000	  0.0000000	  0.00000000	1.561733	2.865500	1.0255045	1320	Multisubunit Na+/H+ antiporter, MnhG subunit	P	Na(+):H(+) antiporter	1.517936	2.573328	0.9013465	769	UDP-N-acetylmuramyl tripeptide synthase	M	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate ligase	 2.724640e-03	 2	1.918156e-03	 7.547236e-03	 1.084353e-01	 2.547227e-01	6.090364e-02	0	 2	 7	FALSE	FALSE	708	TRUE	0.757940	0.7428740	0.8287312	0.6591098	1.0185051	0.7970252	1.2172147	1.2246675	N	1.1486227	0.6864350	24.63846154	0.30226277	0.3787013	0.3475117	0.20889317	FALSE	0.5134501	0.21792549	FALSE	0.13505087	0.6864350	0.2545888	0.4702223
182710	212	278778	278779	1	  201	Same	+	+	  0.0000000	 0.00000000	  0.0000000	  0.00000000	1.517936	2.573328	0.9013465	769	UDP-N-acetylmuramyl tripeptide synthase	M	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate ligase	1.782612	2.921124	0.9442182	1191	DNA-directed RNA polymerase specialized sigma subunit	K	RNA polymerase sigma 28	 6.964790e-03	 5	7.005322e-02	-1.707870e-02	-1.020883e-01	-5.099965e-01	2.062559e+00	0	 7	 5	FALSE	FALSE	709	TRUE	0.757940	0.7428740	0.8287312	0.6591098	1.1577701	0.8532425	0.6706206	0.6843029	N	1.1486227	0.6864350	31.36923077	0.19239595	0.3787013	0.2265377	0.12679701	FALSE	0.4196794	0.09503335	FALSE	0.05557239	0.6864350	0.2545888	0.4702223
182710	212	278780	278781	1	   16	Same	-	-	  0.0000000	 0.00000000	  0.0000000	  0.00000000	1.496170	2.573747	0.9106736	775	Nucleoside phosphorylase	F	5'-methylthioadenosine nucleosidase	1.439285	2.327346	0.7965178	-	-	-	hypothetical protein	 0.000000e+00	 0	3.236007e-03	 2.533758e-02	 2.817864e-01	 6.665602e-01	2.744554e-02		33	 0	 TRUE	FALSE	709	TRUE	0.757940	0.7428740	0.8287312	0.6591098	0.6837467	0.7040591	1.1377761	1.2320011	U	0.9145799	0.6605785	11.36923077	0.74818539	0.3011448	0.7850781	0.56146389	 TRUE	0.5108178	0.57208991	 TRUE	0.44437479	0.6605785	0.2049464	0.4410545
182710	212	278781	278782	1	  206	Same	-	-	  0.0000000	 0.00000000	  0.0000000	  0.00000000	1.439285	2.327346	0.7965178	-	-	-	hypothetical protein	1.443888	2.405678	0.8434247	782	Transcription elongation factor	K	transcriptional elongation factor	 0.000000e+00	 0	2.118809e-05	 3.527875e-02	 3.356021e-01	 8.100397e-01	4.699355e-05		 0	48	 TRUE	FALSE	708	TRUE	0.757940	0.7428740	0.8287312	0.6591098	0.6837467	0.7040591	1.1213255	1.2179433	U	0.9145799	0.6605785	31.59230769	0.19259058	0.3011448	0.2267572	0.09320487	FALSE	0.5073982	0.09573644	FALSE	0.05956185	0.6605785	0.2049464	0.4410545
182710	212	278782	278783	1	  128	Same	-	-	  2.8149809	 7.60015639	 11.3920527	  6.98392502	1.443888	2.405678	0.8434247	782	Transcription elongation factor	K	transcriptional elongation factor	1.531920	2.531602	0.8509370	572	Uridine kinase	F	uridine kinase	 7.993699e-02	23	7.749780e-03	 1.809118e-02	 1.466218e-01	 5.139898e-01	1.045463e-01	0	48	23	 TRUE	FALSE	707	TRUE	2.447254	2.3206101	3.1447214	2.4993760	2.0908599	1.8738243	1.1623974	1.2130243	N	1.1486227	0.9339550	26.44615385	0.25562050	0.9038196	0.2968577	0.76342464	 TRUE	0.5148652	0.77399809	 TRUE	0.53934510	0.9339550	0.7626177	0.8514899
182710	212	278783	278784	1	   13	Same	-	-	  3.3431983	 7.60015639	 13.7394285	 11.68022170	1.531920	2.531602	0.8509370	572	Uridine kinase	F	uridine kinase	1.665030	2.743656	0.9135015	4122	Predicted O-methyltransferase	R	caffeoyl-CoA O-methyltransferase	 1.366906e-01	17	1.771820e-02	-3.471570e-03	-1.474008e-02	-1.953456e-01	8.354409e-01		23	17	 TRUE	FALSE	706	TRUE	2.590220	2.7325779	3.1447214	2.7206490	1.8641902	2.3398163	0.9689350	0.9699701	U	0.9145799	0.9420173	 9.47692308	0.81206572	0.9162834	0.8415811	0.97929337	 TRUE	0.4910171	0.97855198	 TRUE	0.93670693	0.9420173	0.7802358	0.8681984
182710	212	278784	278785	1	   60	Same	-	-	  4.6931250	 3.83046360	 13.0873243	 11.70102994	1.665030	2.743656	0.9135015	4122	Predicted O-methyltransferase	R	caffeoyl-CoA O-methyltransferase	1.547973	2.547381	0.8817684	1559	Predicted periplasmic solute-binding protein	R	hypothetical protein	 9.381202e-03	17	1.370238e-02	-2.900040e-03	 1.278118e-02	-1.640046e-01	6.757676e-01		17	30	 TRUE	FALSE	705	TRUE	2.871356	2.7351340	2.3272715	2.6718073	1.8641902	0.8869929	1.0037288	1.0272373	U	0.9145799	0.9410199	19.89230769	0.47954626	0.9147531	0.5311322	0.90814908	 TRUE	0.4915712	0.90529751	 TRUE	0.75745443	0.9410199	0.7780524	0.8661117
182710	212	278785	278786	1	  511	Same	-	-	  1.0745147	 3.83046360	  5.8818937	  5.68899002	1.547973	2.547381	0.8817684	1559	Predicted periplasmic solute-binding protein	R	hypothetical protein	1.400186	2.156183	0.8083892	3906	Uncharacterized protein conserved in bacteria	S	hypothetical protein	 3.424542e-02	 6	2.184113e-02	 1.867249e-02	 2.689124e-01	 4.595704e-01	2.242770e-01		30	 6	 TRUE	FALSE	704	TRUE	1.889939	2.2204353	2.3272715	1.7636457	1.2022857	1.2288412	1.1748770	1.1847538	U	0.9145799	0.8914975	38.82307692	0.11084886	0.8344642	0.1329010	0.38591954	FALSE	0.5149206	0.40016039	FALSE	0.21254622	0.8914975	0.6710095	0.7691242
182710	212	278786	278787	1	   53	Same	-	-	  4.5197290	 3.83046360	  9.3271080	  9.32710795	1.400186	2.156183	0.8083892	3906	Uncharacterized protein conserved in bacteria	S	hypothetical protein	1.624357	2.766179	0.9308853	816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasma	L	hypothetical protein	 4.070226e-02	 6	5.025302e-02	 1.162056e-03	-4.740759e-02	-7.173117e-02	1.060882e+00		 6	46	 TRUE	FALSE	703	TRUE	2.842235	2.5684788	2.3272715	2.2673533	1.2022857	1.3238120	1.1323830	0.8962131	U	0.9145799	0.9357347	19.10769231	0.51807994	0.9065895	0.5692770	0.91253891	 TRUE	0.4868237	0.90823892	 TRUE	0.76999632	0.9357347	0.7665007	0.8551472
182710	212	278787	278788	1	   -3	Same	-	-	 12.8425503	 6.65495431	 33.3897390	 33.38973904	1.624357	2.766179	0.9308853	816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasma	L	hypothetical protein	1.817945	2.899112	0.9676763	4472	Uncharacterized protein conserved in bacteria	S	hypothetical protein	 1.030566e-01	14	3.747633e-02	-9.556296e-04	 7.969842e-02	 6.430700e-02	6.098356e-01		46	14	 TRUE	FALSE	702	TRUE	3.746304	3.4581107	2.7434851	3.6881889	1.6941038	2.0883419	1.2282254	1.0506108	U	0.9145799	0.9722844	 3.85384615	0.94669440	0.9612294	0.9562064	0.99773403	 TRUE	0.4942429	0.99768137	 TRUE	0.98970090	0.9722844	0.8470231	0.9343122
182710	212	278788	278789	1	   96	Same	-	-	  5.9840661	 6.65495431	 15.3835977	 13.32439090	1.817945	2.899112	0.9676763	4472	Uncharacterized protein conserved in bacteria	S	hypothetical protein	1.515929	2.523604	0.8996754	13	Alanyl-tRNA synthetase	J	alanyl-tRNA synthetase	 8.699921e-03	14	9.121365e-02	-2.139634e-02	-1.956703e-01	-5.567568e-01	2.269322e+00		14	71	 TRUE	FALSE	701	TRUE	3.042684	2.8311911	2.7434851	2.8121932	1.6941038	0.8788896	0.6435627	0.6602715	U	0.9145799	0.9507156	23.80769231	0.32189855	0.9294931	0.3685344	0.86222193	 TRUE	0.4118395	0.81419503	 TRUE	0.56970559	0.9507156	0.7993243	0.8866379
